ROC AUC,Sensitivity,Specificity
0.8225335112127566,0.7735849056603774,0.8114478114478114
0.7724413950829045,0.6981132075471698,0.7676767676767676
0.8049679181754654,0.7547169811320755,0.7946127946127947
