0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0.999607,0.999987,0.999995,0.995442,0.999862,0.999995,0.997961,0.999844,0.999902,0.999993,0.999301,0.999862,0.999991,0.999974,0.999991,0.999689,0.999995,0.999498,0.996154,0.998808,0.0,0.995141,0.999935,0.999977,0.999987,0.0,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.991468,0.982474,0.997826,0.991868,0.999974,0.998705,0.995686,0.996969,0.986533,0.978004,0.983514,0.999995,0.993071,0.999995,0.999995,0.999995,0.999995,0.991832,0.999995,0.995681,0.998617,0.999364,0.999974,0.99977,0.999999,0.0
0.99429,0.994935,0.995141,0.987445,0.993724,0.995141,0.994235,0.994617,0.994346,0.99509,0.992639,0.9944,0.995038,0.994724,0.995038,0.993724,0.995141,0.992826,0.987527,0.990781,0.995141,0.0,0.994724,0.994882,0.995044,0.0,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.995141,0.987445,0.985238,0.991265,0.988405,0.995038,0.991196,0.988794,0.989176,0.984251,0.983233,0.981796,0.995141,0.987527,0.995141,0.995141,0.995141,0.995141,0.991789,0.999976,0.995486,0.998465,0.999229,0.999939,0.999684,0.999986,0.0
0.999546,0.999935,0.999956,0.995734,0.999762,0.999956,0.997616,0.999739,0.999853,0.999951,0.999137,0.999805,0.999956,0.999909,0.999922,0.999514,0.999956,0.99943,0.995589,0.998542,0.999935,0.994724,0.0,0.999929,0.999937,0.0,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.99092,0.982088,0.997471,0.991333,0.999909,0.998427,0.995393,0.996805,0.986193,0.979063,0.9837,0.999956,0.992826,0.999956,0.999956,0.999956,0.999956,0.991832,0.999994,0.995665,0.998608,0.999359,0.999972,0.999766,0.999999,0.0
0.999562,0.999984,0.999993,0.995492,0.999853,0.999993,0.998059,0.999835,0.999862,0.999991,0.999281,0.999853,0.999989,0.999961,0.99997,0.999676,0.999993,0.999481,0.996108,0.998834,0.999977,0.994882,0.999929,0.0,0.999985,0.0,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.991128,0.981796,0.99758,0.991802,0.99997,0.998783,0.995829,0.997167,0.986278,0.978537,0.983976,0.999993,0.99301,0.999993,0.999993,0.999993,0.999993,0.991829,0.999995,0.995671,0.998621,0.999363,0.999974,0.999771,0.999999,0.0
0.999589,0.999992,0.0,0.995543,0.999883,0.0,0.998008,0.999866,0.999875,0.999997,0.999357,0.999883,0.999996,0.999975,0.999982,0.999723,0.0,0.999512,0.996243,0.998888,0.999987,0.995044,0.999937,0.999985,0.0,0.97699,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.983173,0.991307,0.982127,0.997754,0.99198,0.999981,0.998786,0.995783,0.996958,0.98655,0.978129,0.983554,0.983173,0.993264,0.983173,0.983173,0.983173,0.983173,0.991817,0.999995,0.995681,0.998621,0.999366,0.999974,0.999772,0.999999,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97699,0.0,0.989397,0.979485,0.0,0.982118,0.0,0.976272,0.978901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983931,0.0,1.0,0.982675,0.987612,1.0,0.983335,0.0,1.0,1.0,1.0,0.983643,0.0,0.978218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982281,0.97659,0.0,0.0,0.990762,0.999864,0.995552,0.98782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997652
0.980867,0.980666,0.980651,0.980697,0.980449,0.980651,0.980627,0.980728,0.980782,0.980627,0.980635,0.980635,0.98062,0.980573,0.980542,0.980604,0.980651,0.980689,0.980378,0.980386,0.98062,0.98079,0.980464,0.980643,0.980651,0.989397,0.0,0.997344,0.997311,0.997855,0.996416,0.997856,0.997322,0.99743,0.996913,0.996004,0.996819,0.997777,0.996889,0.997981,0.997853,0.996953,0.995756,0.997564,0.975114,0.997491,0.996235,0.988955,0.996594,0.996621,0.975611,0.0,1.0,0.998664,0.980913,0.980308,0.980859,0.980449,0.980557,0.98062,0.98005,0.980542,0.980159,0.980651,0.980394,0.998049,0.979718,0.998996,0.98623,0.994931,0.996919,0.980651,0.980651,0.980651,0.980651,0.980651,0.980651,0.980651,0.980651,0.979184
0.99384,0.994893,0.994997,0.989745,0.994202,0.994997,0.991508,0.994268,0.994191,0.994945,0.99318,0.994313,0.994935,0.994724,0.994767,0.99384,0.994997,0.993666,0.989282,0.992538,0.994809,0.989417,0.994466,0.994692,0.994997,0.979485,0.997344,0.0,0.996928,0.998095,0.995823,0.997589,0.997835,0.996684,0.996647,0.996328,0.997015,0.997404,0.997291,0.997652,0.997948,0.997915,0.997942,0.998518,0.977501,0.996603,0.995107,0.979318,0.998525,0.99778,0.982729,0.0,0.0,0.995993,0.98665,0.981264,0.991155,0.986751,0.994745,0.992232,0.989009,0.990441,0.9837,0.979397,0.98156,0.99839,0.987298,0.998703,0.984656,0.990682,0.993817,0.994997,0.994997,0.994997,0.994997,0.994997,0.994997,0.994997,0.994997,0.0
0.992888,0.994019,0.994083,0.991641,0.993338,0.994083,0.990325,0.993115,0.993415,0.994043,0.992675,0.993491,0.994067,0.993774,0.993791,0.992782,0.994083,0.993192,0.988439,0.991137,0.993856,0.988066,0.993658,0.993897,0.994083,0.0,0.997311,0.996928,0.0,0.997823,0.996392,0.996914,0.997509,0.996759,0.998721,0.998121,0.997166,0.997348,0.996885,0.997657,0.995434,0.998027,0.996158,0.997135,0.0,0.994652,0.992453,0.0,0.989973,0.994348,0.0,0.0,0.0,0.996371,0.985812,0.980905,0.990222,0.986009,0.993791,0.991905,0.989316,0.990579,0.984433,0.979598,0.983004,0.998006,0.98727,0.998932,0.0,0.989501,0.992624,0.994083,0.994083,0.994083,0.994083,0.994083,0.994083,0.994083,0.994083,0.0
0.992077,0.993156,0.993229,0.98715,0.992664,0.993229,0.989402,0.992258,0.992601,0.993217,0.991815,0.992538,0.993156,0.992888,0.992937,0.992232,0.993229,0.991589,0.992373,0.990356,0.99301,0.98738,0.992689,0.993144,0.993229,0.982118,0.997855,0.998095,0.997823,0.0,0.995948,0.997977,0.998046,0.995358,0.9958,0.996551,0.996875,0.998683,0.998124,0.998532,0.997235,0.997349,0.998104,0.99741,0.977501,0.996737,0.995183,0.981625,0.996034,0.998714,0.992826,0.987282,0.0,0.997402,0.985554,0.981105,0.989848,0.98597,0.992961,0.990298,0.9882,0.988747,0.983026,0.979397,0.98156,0.997607,0.986701,0.9984,0.977506,0.989542,0.994711,0.993229,0.993229,0.993229,0.993229,0.993229,0.993229,0.993229,0.993229,0.0
0.996255,0.997331,0.997424,0.991652,0.996519,0.997424,0.994025,0.996605,0.997461,0.997387,0.995504,0.996795,0.997368,0.997235,0.997312,0.99641,0.997424,0.99621,0.991983,0.994817,0.997331,0.991247,0.997157,0.997273,0.997424,0.0,0.996416,0.995823,0.996392,0.995948,0.0,0.997557,0.995173,0.997212,0.997619,0.996116,0.997071,0.997862,0.996574,0.99716,0.994464,0.997769,0.994557,0.998003,0.0,0.995742,0.99346,0.977191,0.989733,0.997243,0.975005,1.0,1.0,0.997325,0.988425,0.981722,0.993739,0.988385,0.997138,0.994658,0.991076,0.99281,0.984274,0.97888,0.981918,0.998489,0.988813,0.999099,0.0,0.992448,0.994285,0.997424,0.997424,0.997424,0.997424,0.997424,0.997424,0.997424,0.997424,0.0
0.993202,0.994373,0.9945,0.988392,0.9935,0.9945,0.991835,0.99383,0.993715,0.994464,0.99267,0.993734,0.994446,0.99417,0.994263,0.993182,0.9945,0.992418,0.989189,0.991725,0.994391,0.992691,0.993888,0.994244,0.9945,0.976272,0.997856,0.997589,0.996914,0.997977,0.997557,0.0,0.998086,0.997448,0.998039,0.997575,0.996683,0.99756,0.996238,0.996456,0.99752,0.996433,0.995404,0.998501,0.977827,0.995896,0.995596,0.980647,0.997139,0.996968,0.0,0.987282,0.0,0.996856,0.986434,0.982233,0.991502,0.987158,0.9943,0.991479,0.988208,0.989011,0.983529,0.980114,0.98155,0.998578,0.986854,0.998909,0.976926,0.99138,0.993797,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.0
0.995933,0.996316,0.996369,0.990739,0.99555,0.996369,0.992386,0.995667,0.995923,0.996324,0.994542,0.99582,0.996351,0.996117,0.996117,0.995212,0.996369,0.994955,0.991333,0.99369,0.996244,0.990906,0.996044,0.996235,0.996369,0.978901,0.997322,0.997835,0.997509,0.998046,0.995173,0.998086,0.0,0.997095,0.996886,0.997046,0.997072,0.997151,0.998612,0.99875,0.9988,0.998402,0.997583,0.998936,0.978484,0.995954,0.996268,0.980657,0.997781,0.99675,0.982729,1.0,0.0,0.996104,0.987978,0.982988,0.993229,0.987946,0.996117,0.994079,0.990725,0.991907,0.984631,0.980117,0.983083,0.994249,0.989176,0.99868,0.977501,0.988146,0.996734,0.996369,0.996369,0.996369,0.996369,0.996369,0.996369,0.996369,0.996369,0.0
0.997849,0.998867,0.9989,0.993821,0.998447,0.9989,0.995442,0.998258,0.998485,0.998883,0.996969,0.998418,0.99885,0.998705,0.998774,0.997883,0.9989,0.997874,0.994067,0.996465,0.998792,0.992429,0.998551,0.998783,0.9989,0.0,0.99743,0.996684,0.996759,0.995358,0.997212,0.997448,0.997095,0.0,0.998824,0.998388,0.998701,0.997543,0.996027,0.997209,0.997263,0.997486,0.994072,0.996541,0.0,0.992143,0.992735,0.0,0.994887,0.99724,0.980199,0.0,0.0,0.997987,0.989125,0.982345,0.995276,0.989774,0.998714,0.99668,0.994327,0.995158,0.986701,0.979237,0.984402,0.997774,0.991647,0.997922,0.0,0.982058,0.982531,0.9989,0.9989,0.9989,0.9989,0.9989,0.9989,0.9989,0.9989,0.0
