AMG,ATF,ATI,ATP,CAR,CF1,CF2,CF3,CF4,Falta,GCC,GLI,LIN,LIP,MAC,MON,NTI,OTR,OXA,PAP,PEN,POL,QUI,SUL,TTC,hoursVM,numberOfPatients_atb,numberOfPatientsMR,neighbor_CAR,neighbor_PAP,neighbor_Falta,neighbor_QUI,neighbor_ATF,neighbor_OXA,neighbor_PEN,neighbor_CF3,neighbor_GLI,neighbor_CF4,neighbor_SUL,neighbor_NTI,neighbor_LIN,neighbor_AMG,neighbor_MAC,neighbor_CF1,neighbor_GCC,neighbor_POL,neighbor_ATI,neighbor_MON,neighbor_LIP,neighbor_TTC,neighbor_OTR,neighbor_CF2,neighbor_ATP,numberOfPatients_ttl,cambio_postural,insulina,nutr_art,sedacion,relajacion,fallo_hepatico,fallo_renal,fallo_coagulacion,fallo_hemodinamico,fallo_respiratorio,fallo_multiorganico,n_transf,farm_vasoactivos,dosis_nems,hoursTraqueo,hoursConUlcera,hoursConHemo,C01 VC acceso periférico 1,C01 VC acceso periférico 2,C02 Vía central - YD,C02 Vía central - SD,C02 Vía central - SI,C02 Vía central - FD,C02 Vía central - YI,C02 Vía central - FI,hasCatheters
0.0,1.6843405426098874,1.676989410820278,4.083427955660952,1.8451956653138248,1.7348983375914773,2.995410333596502,2.1894406252369576,2.3572281592907136,1.676989410820278,2.725132553239616,2.1145592932165975,1.704166487740828,1.810728452202372,1.7157130476941003,2.0107342252003217,1.676989410820278,2.162985197695651,3.4174869261324723,2.6791153785512467,1.676989410820278,4.352431486486746,1.6755516701644306,1.6993994024372343,1.7269664353164416,5.943804720423754,2.107482684362879,1.9334916529727444,1.9580058532716982,1.9482898592507714,1.8574826843628793,1.9314737157530137,1.8563616081296952,1.8300163166498744,1.8128638502821617,1.8200387381745382,1.7942219540617899,1.8064737157530137,1.7532225946767803,1.7771388876513692,1.7767651955736414,1.8227293211341795,1.7274378413135518,1.7322958383240148,1.7072584691162422,1.7050163166498744,1.699410935483955,1.7397696798785742,1.70950062158261,1.6949266305512198,1.6882001731521168,1.6837158682193811,1.6837158682193811,2.1028382256825457,5.198154803480045,6.409295181956194,3.201153196200976,4.295231392874989,1.8286275490064594,2.187376480473236,3.1442091795431137,2.818762575693648,3.3861797525237574,6.930425896766308,4.318213872244888,1.7114015769345303,2.5330431638743054,2.181761478084852,1.68590196687409,1.6898718262447932,1.6801924857722321,3.515820601735685,0.34259337212786933,3.3710680237670005,2.6222984906792774,1.8147633067058067,1.4965269285658218,1.1185125043620117,0.3668610235706049,10.899079788501844
1.6843405426098874,0.0,0.0,4.0729822192753105,0.16820625449354654,0.05790892677119919,1.3680050682695803,0.6126955979318991,1.2826850156957565,0.0,2.1209912636477464,0.46661628475815553,0.020009359637711,0.14877663536705643,0.038723636873821854,0.4774762555754666,0.0,0.9464199299536895,3.1574514456760974,1.0021259677309684,0.0,3.4874924103395344,0.3215593426975639,0.007351131789609666,9.751611536561176,0.5439837524311114,4.6088321342765495,2.2416844073228166,3.2882597918103493,2.9114607208307053,1.7059812687759113,3.047701974306313,2.2483559525054333,1.6295068911857762,2.0603488666967236,1.6055246477713445,2.0855326437479857,1.3596260402974802,1.1894699954021188,1.0322667455124084,1.014315695743869,1.4137834931078959,0.5314153758403684,0.7224446863024211,0.15920502136804382,0.6455811132109927,0.13377946692282916,0.39849284944424646,0.2259173032701992,0.17404394613285,0.007351131789609666,0.07589835643314924,0.007351131789609666,4.670962393938935,5.436242338695006,6.596255846732731,3.236458260085268,4.018217895742627,0.19359012482002114,1.0151067546087273,2.2047739364252585,1.8152195051835647,3.1980486974842837,7.593268135219568,4.255850324051333,0.38647291551559004,1.719070462467271,5.987712138351413,0.800605240287107,1.2783696487556688,0.33976070405069425,3.464834783189551,0.21562807646225512,3.3500679932529236,2.5951514776287734,1.7798643719837797,0.09957900707401512,1.0650456992785564,0.08153014192780661,12.424787038586528
1.676989410820278,0.0,0.0,4.080333351064921,0.16820625449354654,0.05790892677119919,1.3606539364799706,0.6053444661422895,1.275333883906147,0.0,2.113640131858137,0.45926515296854586,0.012658227848101333,0.14877663536705643,0.038723636873821854,0.47012512378585714,0.0,0.9492665572387946,3.1501003138864876,1.0021259677309684,0.0,3.480141278549925,0.31420821090795414,0.0,12.304621710444762,0.0,5.914219855990123,2.8950927692040933,4.105300018448838,3.775342465753424,2.2082191780821923,3.836529186465748,2.8104315723081803,2.074766079654397,2.503278814934677,2.0776255707762554,2.5068944428889965,1.6962598709138856,1.4753519463192761,1.2655171174821973,1.2904747478442247,1.7577837126696378,0.641085520646503,0.8865224775233917,0.17888091660546124,0.7473869375335019,0.15834322875024098,0.4982845747974942,0.2726202255346437,0.21431186196228846,0.0,0.06854722464353957,0.0,5.8762521244717165,5.4335641041016585,6.6036069785223415,3.2291071282956585,4.010866763953018,0.18623899303041158,1.0224578863983367,2.2020957018319107,1.8133932352724083,3.200895324769389,7.585917003429958,4.2586969513364386,0.4509302943642789,1.7117193306776612,7.40515664192092,0.8357493197818702,1.3853939088766185,0.39211142237920504,3.4651410803474523,0.21505058607595495,3.3497616960950234,2.594845180470873,1.7795580748258795,0.09957900707401512,1.0647394021206562,0.08153014192780661,12.432138170376138
4.083427955660952,4.0729822192753105,4.080333351064921,0.0,4.239570995692996,4.1382422778361185,5.374620743982211,4.576380470185318,3.8110664198174624,4.080333351064921,4.0898003482019325,4.090155767882754,4.102837530789208,4.054391718974333,4.119056987938742,4.298468092870931,4.080333351064921,4.160793510389081,7.049481331391602,5.014739694293094,4.080333351064921,6.0533371992851,4.0846698237063475,4.0579233594479645,4.102012800601258,5.490090957755388,4.341319898150122,4.223831108912454,4.193935742694217,4.264638283800346,4.19356205061649,4.2481210939647704,4.1861629474774755,4.159369225504382,4.174952185145638,4.168674158239807,4.148238540046342,4.168337835369853,4.107239180661332,4.1431136201232155,4.141992543890032,4.176745907118732,4.110602409360884,4.114713022215891,4.099391647029045,4.1016337994954135,4.0982705707958615,4.129660705325009,4.106118104428148,4.0915441133967585,4.082575503531288,4.082575503531288,4.082575503531288,4.343465958367931,5.4083612337745075,5.678996935843315,3.768055735140636,4.821458463053307,3.9783713009032597,4.33494252019945,4.846705374889267,4.716622460851964,4.3304354162696175,6.0300922667973476,4.894411795559609,4.103632239737176,4.094843081950787,4.382594198598552,4.089245907118731,4.080249472190585,4.081614581045701,3.552502154950229,0.4381305286213678,3.4147688977921202,2.6599590218796996,1.8941633364947659,2.8664308982852633,1.2094043517464195,1.5280166922432512,8.882108650423453
1.8451956653138248,0.16820625449354654,0.16820625449354654,4.239570995692996,0.0,0.22611518126474572,1.5198915811080467,0.7610328517643762,1.4435401383996935,0.16820625449354654,2.281846386351684,0.6139982930921174,0.18086448234164787,0.31698288986060297,0.2069298913673685,0.5942145830435004,0.16820625449354654,1.1174728117323411,3.3023247519497874,1.1703322222245152,0.16820625449354654,3.643843028538967,0.48241446540150135,0.16820625449354654,6.647765039856723,1.5751332412250898,3.8511188070647466,2.0063299182209517,2.8107947630305294,2.483116816091805,1.545335011312642,2.6090326176357177,2.0083941890878654,1.4723463645037034,1.8560907687677097,1.439813582887472,1.8022965445424934,1.3012671635155044,1.1357120267199887,1.0416037339540294,0.9926308305742034,1.3633374115263956,0.6319979825215994,0.7620135182990561,0.33405486351296054,0.7079432796337922,0.2933077715805027,0.5230378456095012,0.36169138492965447,0.3197823964069123,0.1901697049974279,0.24885628062221066,0.19106174415071386,4.010111952206452,5.559588767088227,6.7064232640384756,3.3928088782847006,4.1060343915982465,0.35444524752395823,1.1727067215891724,2.334387117720036,1.9397422056114895,3.2688675326958334,7.634102801443456,4.33912191625891,0.509629829868799,1.8211514386597494,5.0438407800058975,0.862952653560286,1.2563413203376022,0.4306579887775267,3.4702672762949582,0.22826453702469063,3.3541574386067614,2.6000035514730535,1.7847568023939049,0.11232098293741954,1.0718170848060904,0.10546438085801269,12.368745934343142
1.7348983375914773,0.05790892677119919,0.05790892677119919,4.1382422778361185,0.22611518126474572,0.0,1.4185628632511693,0.6632533929134884,1.333242810677346,0.05790892677119919,2.171549058629336,0.5171740797397447,0.07056715461930041,0.2066855621382554,0.09663256364502104,0.5280340505570559,0.05790892677119919,1.0071754840099933,3.2080092406576863,1.0600348945021674,0.05790892677119919,3.538050205321124,0.372117137679153,0.05790892677119919,5.7180053126273025,4.169442727526321,3.263174966291381,1.803551765871982,2.129481834792704,1.9978488667111391,1.212826081688354,2.1029539718162433,1.5853892733598265,1.1263773952396665,1.1651189947934735,1.1101611790234513,1.0934659443909958,0.975202159853906,0.8115953486190564,0.6995129367962618,0.7721606234017496,0.9948458637081363,0.3699656643598508,0.42348946057603176,0.1299809988432714,0.33170503870814594,0.14301530974992316,0.34362321248548566,0.20205307091534364,0.1848930537553275,0.05790892677119919,0.05790892677119919,0.05790892677119919,3.3006269019732497,5.375655177330461,6.594824031256868,3.287016055066858,3.9980439567360238,0.24414791980161055,1.0803668131695356,2.234688172906907,1.871302162043607,3.258804251540588,7.528008076658759,4.291289422411434,0.23501594032681106,1.7696282574488604,3.902408999440554,0.19117015149415184,0.23304032223939197,0.15560559845890287,3.467553952296253,0.24373019130888762,3.3473488241462235,2.597258052419673,1.7819709467746792,0.1574879338452143,1.067152274069456,0.08399067942515226,12.374229243604939
2.995410333596502,1.3680050682695803,1.3606539364799706,5.374620743982211,1.5198915811080467,1.4185628632511693,0.0,1.9527035250022997,2.559508026837882,1.3606539364799706,3.280885048753755,1.6826576958078905,1.3878310134005205,1.4695892897085636,1.3993775733537928,1.6945591863689509,1.3606539364799706,2.246765906655089,4.488231727843936,2.2532433289165246,1.3606539364799706,4.0212488540736455,1.6556755788759703,1.3830639280969268,1.4208705936325983,7.310633743572993,1.708187568766966,1.5687256853588945,1.5901008722049335,1.5969768064351275,1.4974252369284011,1.5658108871526164,1.5158108871526166,1.4890171651795223,1.4714162683185357,1.475003712264724,1.4580274150193682,1.466595640515845,1.4324028154037374,1.4309080470928257,1.4267974342378182,1.475003712264724,1.4021337571077734,1.404002217496413,1.3841965373768317,1.3841965373768317,1.3785911562109123,1.4099812907400602,1.3909229947759347,1.3763490037445445,1.3718646988118093,1.3628960889463384,1.3673803938790736,1.7057852625530006,5.906815328582013,7.101320435613747,4.133909991210955,4.766557567768876,1.5105155949307054,2.3178807008640145,3.1138477927770936,2.9496103940647367,4.25497534351707,7.61106107921385,5.055434825326807,1.39116670700054,2.9489656098302257,1.7591928019508227,1.3695664925337823,1.3735363519044856,1.3638570114319246,3.4769079278131523,0.32428081117280094,3.3839831113843246,2.6286192878022647,1.83102059736598,0.34944779088033806,1.1145601884428786,0.3141255603779103,11.355831826527925
2.1894406252369576,0.6126955979318991,0.6053444661422895,4.576380470185318,0.7610328517643762,0.6632533929134884,1.9527035250022997,0.0,1.754935060284292,0.6053444661422895,2.6085407520807884,1.0384300436058733,0.632521543062839,0.7324258309371192,0.6440681030161114,0.9774648805769449,0.6053444661422895,1.4667595844181678,3.7396412003485455,1.6074704338732577,0.6053444661422895,3.5374113951011488,0.8845625288580572,0.6277544577592457,0.6724174504861322,6.684910934940686,1.0201426724203162,0.8555686813889264,0.8841187561273419,0.8766449145727828,0.7779902060526035,0.8516075453650102,0.7865103854248008,0.758371371971886,0.7376314616579847,0.7439094885638142,0.7193739344318474,0.7068018652454285,0.6785881133769682,0.6995148697297335,0.6961516410301819,0.7406209982798082,0.6513085917028277,0.6591561253351147,0.6400978293709891,0.633371371971886,0.6277659908059667,0.6681247352005856,0.6378556769046214,0.6232816858732313,0.6165552284741281,0.6120709235413927,0.6120709235413927,1.016138828730374,5.627422302569937,6.459072443052135,3.6955207466203213,4.2710666095899095,0.7915834591727009,1.4777084778817562,2.6568510018463987,2.315770479520035,3.515402830610832,7.550673730283494,4.444793825335511,0.6381968740190687,2.1845243639269,1.0947802105369084,0.6098271320746841,0.6182268815668046,0.6085475410942435,3.465320413118187,0.29108800105493127,3.3633018112897,2.614921778351556,1.7975456991831669,0.46388557356489646,1.0888799575725165,0.26044976489683314,11.884969590202076
2.3572281592907136,1.2826850156957565,1.275333883906147,3.8110664198174624,1.4435401383996935,1.333242810677346,2.559508026837882,1.754935060284292,0.0,1.275333883906147,2.690405429222416,1.7062252033282004,1.3025109608266967,1.4152999465859786,1.314057520779969,1.7454590076920038,1.275333883906147,1.7084455398459149,4.050500088255534,2.2229064425856615,1.275333883906147,4.079249757082153,1.239872924542204,1.2977438755231032,1.3313821816043352,5.982709569327447,1.706724018435295,1.5318361260586135,1.5593398629793906,1.5466343323366405,1.4468585475832771,1.5283234205279705,1.4573966641752056,1.430602942202111,1.408517740408389,1.416589489287313,1.3906445821764866,1.4036971126056985,1.3530618360735613,1.3739885924263264,1.368383211260407,1.4180842575982249,1.3257823143994205,1.330640311409884,1.3123293996012142,1.3033607897357435,1.2977554085698242,1.338114152964443,1.3100872471348466,1.2932711036370885,1.2865446462379855,1.2820603413052503,1.2820603413052503,1.7024639287491965,5.432409990462658,6.513216915623197,3.580942379879848,4.174190819580582,1.3125396930144824,2.1192732548066795,3.1554331683786416,2.6701071475268363,3.6709782970848455,6.91459962617912,4.4364058973019675,1.3097460500203992,2.682281995632979,1.78560669556534,1.2842464399599587,1.2882162993306618,1.2785369588581008,3.48670800209074,0.3200256325321985,3.3806074421417374,2.6112531732349304,1.812653427761016,1.1561699545129998,1.1160908067497162,0.26852917764193285,11.364986353005763
1.676989410820278,0.0,0.0,4.080333351064921,0.16820625449354654,0.05790892677119919,1.3606539364799706,0.6053444661422895,1.275333883906147,0.0,2.113640131858137,0.45926515296854586,0.012658227848101333,0.14877663536705643,0.038723636873821854,0.47012512378585714,0.0,0.9492665572387946,3.1501003138864876,1.0021259677309684,0.0,3.480141278549925,0.31420821090795414,0.0,12.304621710444762,0.0,5.914219855990123,2.8950927692040933,4.105300018448838,3.775342465753424,2.2082191780821923,3.836529186465748,2.8104315723081803,2.074766079654397,2.503278814934677,2.0776255707762554,2.5068944428889965,1.6962598709138856,1.4753519463192761,1.2655171174821973,1.2904747478442247,1.7577837126696378,0.641085520646503,0.8865224775233917,0.17888091660546124,0.7473869375335019,0.15834322875024098,0.4982845747974942,0.2726202255346437,0.21431186196228846,0.0,0.06854722464353957,0.0,5.8762521244717165,5.4335641041016585,6.6036069785223415,3.2291071282956585,4.010866763953018,0.18623899303041158,1.0224578863983367,2.2020957018319107,1.8133932352724083,3.200895324769389,7.585917003429958,4.2586969513364386,0.4509302943642789,1.7117193306776612,7.40515664192092,0.8357493197818702,1.3853939088766185,0.39211142237920504,3.4651410803474523,0.21505058607595495,3.3497616960950234,2.594845180470873,1.7795580748258795,0.09957900707401512,1.0647394021206562,0.08153014192780661,12.432138170376138
